#,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
"""22.04.2023 18:00"";""-3.3"";""751.0"";"""";"""";""96"";""Ветер, дующий с юго-востока"";""5"";"""";"""";""100%."";""Снег с перерывами слабый в срок наблюдения. "";"""";"""";"""";""-2.6"";"""";"""";"""";"""";"""";""10.0"";"""";""Следы осадков"";""12"";"""";"""";"""";""""",,,,,,
"""22.04.2023 15:00"";""-3.2"";""752.0"";"""";"""";""93"";""Ветер, дующий с юго-востока"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""22.04.2023 12:00"";""-3.5"";""753.0"";"""";"""";""89"";""Ветер, дующий с востока"";""3"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""22.04.2023 09:00"";""-4.6"";""754.0"";"""";"""";""91"";""Штиль, безветрие"";""0"";"""";"""";""70 – 80%."";""Состояние неба в общем не изменилось. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""22.04.2023 06:00"";""-4.1"";""754.0"";"""";"""";""92"";""Ветер, дующий с севера"";""4"";"""";"""";"""";"" "";"""";"""";""-6.7"";"""";"""";"""";"""";"""";"""";"""";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""22.04.2023 03:00"";""-3.5"";"""";"""";"""";""95"";""Ветер, дующий с запада"";""14"";""16"";"""";"""";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""22.04.2023 00:00"";""-1.9"";""754.0"";"""";"""";""96"";""Ветер, дующий с запада"";""5"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""21.04.2023 21:00"";""-2.3"";""754.0"";"""";"""";""98"";""Ветер, дующий с юго-запада"";""4"";"""";"""";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""21.04.2023 18:00"";""-1.2"";""754.0"";"""";"""";""96"";""Ветер, дующий с запада"";""4"";"""";"""";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";"""";"""";"""";""-0.5"";"""";"""";"""";"""";"""";""10.0"";"""";""1.0"";""12"";"""";"""";"""";""""",,,,,,
"""21.04.2023 15:00"";""-0.8"";""754.0"";"""";"""";""95"";""Ветер, дующий с запада"";""5"";"""";"""";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""21.04.2023 12:00"";""-0.9"";""754.0"";"""";"""";""94"";""Ветер, дующий с запада"";""6"";""11"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""21.04.2023 09:00"";""-1.1"";""754.0"";"""";"""";""94"";""Ветер, дующий с юго-запада"";""9"";""11"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""21.04.2023 06:00"";""-1.7"";""754.0"";""754.7"";"""";""94"";""Ветер, дующий с западо-юго-запада"";""9"";""11"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Ливень (ливни)."";""Метель"";""-2.7"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-2.6"";""0.3"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву по",ность,"."";""",4.,"""",,
"""21.04.2023 03:00"";""-1.8"";""754.2"";""754.9"";"""";""97"";""Ветер, дующий с западо-юго-запада"";""6"";"""";"""";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Метель"";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""10.0"";""-2.2"";"""";"""";""""",""";""""","""",,,,
"""21.04.2023 00:00"";""-2.5"";""755.0"";"""";"""";""93"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""20.04.2023 21:00"";""-1.0"";""755.0"";"""";"""";""97"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";""Снег с перерывами слабый в срок наблюдения. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""20.04.2023 18:00"";""-0.6"";""756.0"";"""";"""";""97"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";"" "";"""";"""";"""";""-0.1"";"""";"""";"""";"""";"""";""20.0"";"""";""0.2"";""12"";"""";"""";"""";""""",,,,,,
"""20.04.2023 15:00"";""-0.3"";""755.8"";""756.5"";"""";""94"";""Ветер, дующий с запада"";""7"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-1.1"";"""";"""";"""";"""";"""";""""",,,,,,
"""20.04.2023 12:00"";""-0.2"";""756.0"";"""";"""";""97"";""Ветер, дующий с запада"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""20.04.2023 09:00"";""-0.5"";""755.8"";""756.6"";"""";""97"";""Ветер, дующий с запада"";""7"";"""";"""";""100%."";"" "";"""";"""";""-0.8"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-0.9"";"""";"""";"""";"""";"""";""""",,,,,,
"""20.04.2023 06:00"";""-0.3"";"""";"""";"""";""100"";""Ветер, дующий с запада"";""7"";"""";"""";"""";"" "";"""";"""";""-0.6"";"""";"""";"""";"""";"""";"""";"""";"""";""2.0"";""12"";"""";"""";"""";""""",,,,,,
"""20.04.2023 03:00"";""-0.2"";""757.1"";""758.2"";"""";""100"";""Ветер, дующий с западо-юго-запада"";""7"";"""";"""";""100%."";""Снег с перерывами слабый в срок наблюдения. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоис",ыми и,и сл,ис,о-,"ождевыми облаками."";""100%."";""300-600"";"""";"""";""10.0"";""-0.2"";"""";"""";"""";"""";""""",""""
"""20.04.2023 00:00"";""-0.3"";""759.0"";"""";"""";""99"";""Ветер, дующий с запада"";""8"";""11"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""19.04.2023 18:00"";""-0.6"";""763.0"";"""";"""";""99"";""Ветер, дующий с юго-запада"";""11"";""13"";"""";""100%."";""Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";""-0.6"";"""";"""";"""";"""";"""";""20.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""19.04.2023 15:00"";""-2.5"";""765.4"";""766.2"";"""";""96"";""Ветер, дующий с юго-юго-запада"";""10"";""12"";""13"";""100%."";""Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-3.1"";"""";"""";"""";"""";"""";""""",,,,,,
"""19.04.2023 12:00"";""-1.5"";""767.0"";"""";"""";""96"";""Ветер, дующий с юго-запада"";""9"";""12"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""19.04.2023 09:00"";""-1.8"";""769.0"";"""";"""";""97"";""Ветер, дующий с запада"";""1"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""19.04.2023 06:00"";""-2.6"";"""";"""";"""";""96"";""Ветер, дующий с запада"";""9"";"""";"""";"""";"" "";"""";"""";""-5.1"";"""";"""";"""";"""";"""";"""";"""";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""19.04.2023 03:00"";""-2.8"";""771.5"";""772.3"";"""";""94"";""Ветер, дующий с запада"";""7"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-3.6"";"""";"""";"""";"""";"""";""""",,,,,,
"""19.04.2023 00:00"";""-3.2"";""773.0"";"""";"""";""94"";""Ветер, дующий с запада"";""5"";"""";"""";""100%."";""Снег с перерывами слабый в срок наблюдения. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 21:00"";""-4.8"";""774.0"";"""";"""";""96"";""Ветер, дующий с юго-запада"";""5"";"""";"""";""100%."";""Снег с перерывами слабый в срок наблюдения. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 18:00"";""-4.7"";""775.0"";"""";"""";""96"";""Ветер, дующий с юга"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""18.04.2023 15:00"";""-4.5"";""775.0"";"""";"""";""96"";""Ветер, дующий с юга"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 12:00"";""-7.3"";""775.0"";"""";"""";""93"";""Ветер, дующий с юга"";""8"";"""";"""";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 09:00"";""-13.5"";""775.0"";"""";"""";""88"";""Штиль, безветрие"";""0"";"""";"""";""40%."";"" "";"""";"""";""-15.1"";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 06:00"";""-14.5"";"""";"""";"""";""88"";""Ветер, дующий с юга"";""1"";"""";"""";"""";"" "";"""";"""";""-14.8"";"""";"""";"""";"""";"""";"""";"""";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""18.04.2023 03:00"";""-12.9"";""773.2"";""774.0"";"""";""89"";""Ветер, дующий с юго-востока"";""8"";""10"";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""10.0"";""-14.3"";"""";"""";"""";"""";"""";""""",,,,,,
"""18.04.2023 00:00"";""-12.0"";"""";"""";"""";""91"";""Ветер, дующий с юго-востока"";""7"";"""";"""";"""";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 21:00"";""-6.0"";""773.0"";"""";"""";""96"";""Ветер, дующий с юго-востока"";""5"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 18:00"";""-3.5"";""772.0"";"""";"""";""98"";""Ветер, дующий с востока"";""5"";"""";"""";""100%."";""Дымка. "";"""";"""";"""";""-0.4"";"""";"""";"""";"""";"""";""1.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""17.04.2023 15:00"";""-1.6"";""772.0"";"""";"""";""96"";""Ветер, дующий с востока"";""7"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 12:00"";""-0.7"";""770.0"";"""";"""";""93"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 09:00"";""-1.4"";""770.0"";"""";"""";""96"";""Штиль, безветрие"";""0"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 06:00"";""-2.2"";""769.0"";"""";"""";""97"";""Ветер, дующий с северо-запада"";""2"";"""";"""";""100%."";"" "";"""";"""";""-5.8"";"""";"""";"""";"""";"""";"""";""20.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""17.04.2023 03:00"";""-3.7"";""769.0"";"""";"""";""97"";""Ветер, дующий с юго-запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""17.04.2023 00:00"";""-4.2"";""769.0"";"""";"""";""96"";""Ветер, дующий с юго-запада"";""7"";"""";"""";""100%."";""Дымка. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""4.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 21:00"";""-3.8"";""769.0"";"""";"""";""97"";""Ветер, дующий с запада"";""2"";"""";"""";""100%."";""Дымка. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""4.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 18:00"";""-3.0"";""770.0"";"""";"""";""98"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";""-0.7"";"""";"""";"""";"""";"""";""20.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""16.04.2023 15:00"";""-0.8"";""770.0"";"""";"""";""94"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 12:00"";""-1.0"";""770.0"";"""";"""";""95"";""Ветер, дующий с запада"";""7"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 09:00"";""-1.0"";""770.0"";"""";"""";""94"";""Ветер, дующий с запада"";""1"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 06:00"";""-1.4"";""769.9"";""770.6"";"""";""95"";""Ветер, дующий с запада"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-4.2"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-2.1"";""Осадков нет"";""12"";"""";"""";""Неров",ый сл,й су,ог, р,"ссыпчатого снега покрывает поверхность почвы полностью."";""97.0""",
"""16.04.2023 03:00"";""-1.7"";""771.0"";"""";"""";""96"";""Ветер, дующий с запада"";""7"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""16.04.2023 00:00"";""-2.7"";""772.0"";"""";"""";""96"";""Ветер, дующий с запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""15.04.2023 21:00"";""-3.1"";""772.0"";"""";"""";""86"";""Ветер, дующий с северо-запада"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""15.04.2023 18:00"";""-2.9"";""772.0"";"""";"""";""81"";""Ветер, дующий с северо-запада"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";""-1.6"";"""";"""";"""";"""";"""";""20.0"";"""";""Осадков нет"";""12"";"""";"""";"""";""""",,,,,,
"""15.04.2023 15:00"";""-2.9"";""773.0"";"""";"""";""74"";""Ветер, дующий с северо-запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""15.04.2023 12:00"";""-2.4"";""772.0"";"""";"""";""71"";""Ветер, дующий с севера"";""2"";"""";"""";""100%."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""15.04.2023 09:00"";""-2.9"";""771.0"";"""";"""";""79"";""Штиль, безветрие"";""0"";"""";"""";""70 – 80%."";""Состояние неба в общем не изменилось. "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
"""15.04.2023 06:00"";""-3.0"";""769.0"";"""";"""";""82"";""Ветер, дующий с севера"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";""-3.5"";"""";"""";"""";"""";"""";"""";""20.0"";"""";""0.1"";""12"";"""";"""";"""";""""",,,,,,
"""15.04.2023 00:00"";""-1.7"";""767.0"";"""";"""";""93"";""Ветер, дующий с северо-запада"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";"""";"""";"""";"""";"""";"""";""""",,,,,,
