#,Unnamed: 1
"""Местное время на мысе Канин Нос"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""01.05.2023 18:00"";""0.2"";""751.0"";""755.5"";""-2.3"";""92"";""Ветер, дующий с юго-юго-востока"";""12"";""14"";""15"";""90  или более, но не 100%"";"" "";"""";"""";"""";""0.3"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.9"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""01.05.2023 15:00"";""0.0"";""753.3"";""757.9"";""-1.4"";""93"";""Ветер, дующий с юго-юго-востока"";""13"";""15"";""18"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""20.0"";""-1.0"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 12:00"";""-0.6"";""754.7"";""759.3"";""-1.8"";""96"";""Ветер, дующий с юго-юго-востока"";""14"";""17"";""18"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""20.0"";""-1.2"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 09:00"";""-0.5"";""756.5"";""761.0"";""-1.5"";""93"";""Ветер, дующий с юго-юго-востока"";""13"";""16"";""18"";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.5"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 06:00"";""0.1"";""758.0"";""762.6"";""-1.6"";""90"";""Ветер, дующий с юго-востока"";""15"";""17"";""18"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Буря"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""-0.9"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""4.0"";""-1.3"";""Осадков нет"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""64.0""",
"""01.05.2023 03:00"";""0.6"";""759.6"";""764.1"";""-0.8"";""90"";""Ветер, дующий с юго-юго-востока"";""13"";""14"";""15"";""40%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Буря"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-0.9"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 00:00"";""-0.7"";""760.4"";""765.0"";""-0.3"";""94"";""Ветер, дующий с юго-юго-востока"";""10"";""13"";""14"";""20–30%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-1.5"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 21:00"";""-0.8"";""760.7"";""765.3"";""-0.2"";""95"";""Ветер, дующий с юга"";""10"";""13"";""14"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""4.0"";""-1.5"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 18:00"";""-0.9"";""760.9"";""765.4"";""0.2"";""94"";""Ветер, дующий с юга"";""10"";""12"";""15"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-0.9"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""4.0"";""-1.7"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""30.04.2023 15:00"";""-1.2"";""760.7"";""765.3"";""0.2"";""96"";""Ветер, дующий с юга"";""12"";""14"";""15"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""4.0"";""-1.7"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 12:00"";""-2.0"";""760.5"";""765.1"";""0.3"";""93"";""Ветер, дующий с юго-юго-востока"";""12"";""14"";""17"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""4.0"";""-3.0"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 09:00"";""-2.3"";""760.2"";""764.8"";""-0.1"";""82"";""Ветер, дующий с юго-востока"";""13"";""16"";""16"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""4.0"";""-5.0"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 06:00"";""-3.7"";""760.3"";""765.0"";""-0.6"";""84"";""Ветер, дующий с востоко-юго-востока"";""12"";""14"";""14"";""70 – 80%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-5.7"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""4.0"";""-6.0"";""Осадков нет"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""64.0""",
"""30.04.2023 03:00"";""-4.9"";""760.9"";""765.5"";""-0.7"";""83"";""Ветер, дующий с востоко-юго-востока"";""12"";""14"";""19"";""60%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-7.3"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 00:00"";""-4.7"";""761.6"";""766.3"";""-0.7"";""89"";""Ветер, дующий с востока"";""13"";""15"";""18"";""60%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-6.2"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 21:00"";""-4.1"";""762.3"";""766.9"";""-0.4"";""92"";""Ветер, дующий с востока"";""14"";""16"";""18"";""60%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-5.2"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 18:00"";""-3.5"";""762.7"";""767.4"";""-1.9"";""92"";""Ветер, дующий с востока"";""14"";""16"";""18"";""40%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";""-2.8"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""4.0"";""-4.7"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""29.04.2023 15:00"";""-3.2"";""764.6"";""769.3"";""-1.8"";""90"";""Ветер, дующий с востока"";""13"";""16"";""16"";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-4.7"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 12:00"";""-3.6"";""766.4"";""771.1"";""-0.4"";""88"";""Ветер, дующий с востоко-юго-востока"";""9"";""13"";""13"";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.4"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 09:00"";""-4.8"";""766.8"";""771.5"";""-0.6"";""88"";""Ветер, дующий с востоко-юго-востока"";""10"";""13"";""13"";""100%."";"" "";"""";"""";""-4.9"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-6.5"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 06:00"";""-4.1"";""767.4"";""772.0"";""-0.2"";""88"";""Ветер, дующий с востоко-юго-востока"";""8"";"""";"""";""100%."";"" "";"""";"""";""-4.5"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-5.8"";""Осадков нет"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""64.0""",
"""29.04.2023 03:00"";""-4.4"";""767.6"";""772.3"";""0.2"";""87"";""Ветер, дующий с востока"";""7"";"""";""10"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-6.3"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 00:00"";""-3.3"";""767.4"";""772.0"";""-0.1"";""84"";""Ветер, дующий с востока"";""7"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-5.6"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 21:00"";""-3.0"";""767.5"";""772.1"";""0.4"";""84"";""Ветер, дующий с востока"";""7"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.4"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 18:00"";""-0.7"";""767.1"";""771.7"";""-0.3"";""92"";""Ветер, дующий с востока"";""4"";"""";"""";""10%  или менее, но не 0"";"" "";"""";"""";"""";""0.0"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.9"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""28.04.2023 15:00"";""-0.2"";""767.4"";""772.0"";""0.1"";""86"";""Ветер, дующий с северо-северо-востока"";""2"";"""";"""";""50%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-2.3"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 12:00"";""-0.1"";""767.3"";""771.9"";""0.2"";""78"";""Ветер, дующий с юго-запада"";""1"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные."";""20.0"";""-3.6"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 09:00"";""-2.1"";""767.1"";""771.7"";""0.2"";""83"";""Ветер, дующий с юга"";""2"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.6"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 06:00"";""-2.5"";""766.9"";""771.6"";""0.0"";""79"";""Ветер, дующий с юго-запада"";""1"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";""-4.3"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.7"";""Осадков нет"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""64.0""",
"""28.04.2023 03:00"";""-4.3"";""766.9"";""771.5"";""0.3"";""82"";""Ветер, дующий с юго-юго-востока"";""2"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.0"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 00:00"";""-1.4"";""766.6"";""771.2"";""0.6"";""79"";""Ветер, дующий с востока"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-4.7"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 21:00"";""-1.2"";""766.0"";""770.7"";""0.4"";""78"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-4.6"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 18:00"";""-1.2"";""765.6"";""770.2"";""1.0"";""79"";""Ветер, дующий с востоко-северо-востока"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";""-0.5"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-4.5"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""27.04.2023 15:00"";""-0.9"";""764.6"";""769.3"";""1.0"";""77"";""Ветер, дующий с востоко-северо-востока"";""7"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.5"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 12:00"";""-0.9"";""763.6"";""768.1"";""1.6"";""80"";""Ветер, дующий с востоко-северо-востока"";""8"";"""";""10"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-4.0"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 09:00"";""-0.9"";""762.0"";""766.6"";""1.6"";""80"";""Ветер, дующий с востоко-северо-востока"";""8"";""10"";""11"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-3.9"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 06:00"";""-0.6"";""760.4"";""765.0"";""1.0"";""92"";""Ветер, дующий с северо-востока"";""8"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";""-1.3"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.8"";""Осадков нет"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""64.0""",
"""27.04.2023 03:00"";""-1.1"";""759.4"";""763.9"";""0.9"";""95"";""Ветер, дующий с востоко-северо-востока"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""1000-1500"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""20.0"";""-1.8"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 00:00"";""-0.2"";""758.5"";""763.0"";""0.5"";""97"";""Ветер, дующий с северо-северо-запада"";""2"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.6"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 21:00"";""0.2"";""758.0"";""762.6"";""0.2"";""96"";""Ветер, дующий с северо-северо-запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""1000-1500"";"""";"""";""20.0"";""-0.3"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 18:00"";""0.6"";""757.8"";""762.3"";""-0.3"";""95"";""Ветер, дующий с западо-северо-запада"";""4"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";""1.0"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.1"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""26.04.2023 15:00"";""0.8"";""758.1"";""762.6"";""0.2"";""91"";""Ветер, дующий с запада"";""4"";"""";"""";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.5"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 12:00"";""0.8"";""757.9"";""762.4"";""0.0"";""90"";""Ветер, дующий с запада"";""5"";"""";"""";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.7"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 09:00"";""0.3"";""757.9"";""762.4"";""0.3"";""90"";""Ветер, дующий с западо-юго-запада"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-1.2"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 06:00"";""-0.8"";""757.6"";""762.2"";""0.4"";""94"";""Ветер, дующий с западо-юго-запада"";""3"";"""";"""";""20–30%."";"" "";"""";"""";""-1.3"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.6"";""Осадков нет"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""66.0""",
"""26.04.2023 03:00"";""-1.1"";""757.2"";""761.8"";""0.8"";""98"";""Ветер, дующий с запада"";""5"";"""";"""";""60%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.4"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 00:00"";""-0.3"";""756.4"";""760.9"";""0.5"";""96"";""Ветер, дующий с запада"";""8"";""10"";""17"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.8"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 21:00"";""0.2"";""755.9"";""760.0"";""0.6"";""75"";""Ветер, дующий с западо-юго-запада"";""10"";""13"";""15"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-3.8"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 18:00"";""0.0"";""755.3"";""759.8"";""0.2"";""75"";""Ветер, дующий с западо-юго-запада"";""10"";"""";""15"";""60%."";"" "";"""";"""";"""";""0.2"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.0"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""25.04.2023 15:00"";""-0.1"";""755.1"";""759.6"";""1.2"";""75"";""Ветер, дующий с запада"";""11"";"""";""15"";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.1"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 12:00"";""0.1"";""753.9"";""758.4"";""0.0"";""79"";""Ветер, дующий с запада"";""9"";""11"";"""";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-3.2"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 09:00"";""0.1"";""753.9"";""758.4"";""2.3"";""79"";""Ветер, дующий с запада"";""9"";""11"";"""";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-3.2"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 06:00"";""-0.5"";""751.6"";""756.1"";""1.0"";""89"";""Ветер, дующий с запада"";""9"";""11"";"""";""70 – 80%."";"" "";"""";"""";""-1.3"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.1"";""Осадков нет"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""66.0""",
"""25.04.2023 03:00"";""-0.4"";""750.6"";""755.1"";""0.5"";""84"";""Ветер, дующий с запада"";""7"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.8"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 00:00"";""-1.0"";""750.1"";""754.6"";""0.2"";""87"";""Ветер, дующий с запада"";""6"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.9"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 21:00"";""-1.0"";""749.9"";""754.4"";""-0.1"";""82"";""Ветер, дующий с запада"";""6"";"""";""10"";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-3.8"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 18:00"";""-0.2"";""750.0"";""754.5"";""0.0"";""84"";""Ветер, дующий с западо-юго-запада"";""7"";"""";"""";""20–30%."";"" "";"""";"""";"""";""0.1"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-2.6"";""0.2"";""12"";"""";"""";"""";""""",
